CODIGOESTR,ESTRUCT,HORASFUNC1,HORASFUNC2,DIASFUNCME,SUBTIPO,SUBT,Luminaria.BAJOMEDICION,Luminaria.POTENCIA,POTENCIA_2,ALIMENTA_5,ALIM,SUBTIPO_1,TRAF,VOLTAJE,POTENCIA TRAFO,TRAFO,KWH
APO0318,LDPS150ADC,6,6,100,4,Sodio Cerrada,0,150,105,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,301419,46
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,100,175,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303480,50
APO0318,LDPS150ADC,6,6,100,4,Sodio Cerrada,0,150,105,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303480,46
APO0318,LDPS150ADC,6,6,100,4,Sodio Cerrada,0,100,105,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,15,308307,37
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303912,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,100,175,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303912,50
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303912,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303912,59
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CA050T14,Caluma Centro,5,Transformador Trifásico en poste,13.8 kV,37.5,303912,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T12,Guaranda - Cdla. 1° de Mayo,5,Transformador Trifásico en poste,13.8 kV,15,304764,90
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T12,Guaranda - Cdla. 1° de Mayo,5,Transformador Trifásico en poste,13.8 kV,112.5,303476,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,112.5,303476,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303473,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303473,90
APO0619,LDOS250ADC,6,6,100,4,Sodio Cerrada,0,250,175,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,25,303473,77
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.97 kV,5,303472,90
APO0619,LDOS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03CA050T12,Caluma - Pita,1,Transformador Monofásico en poste,7.97 kV,50,303480,59
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CA050T12,Caluma - Pita,1,Transformador Monofásico en poste,7.62 kV,50,303480,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CA050T12,Caluma - Pita,1,Transformador Monofásico en poste,7.97 kV,50,303480,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,175,0,03CA050T12,Caluma - Pita,1,Transformador Monofásico en poste,7.62 kV,50,303480,63
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03CA050T12,Caluma - Pita,1,Transformador Monofásico en poste,7.62 kV,50,303480,90
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,50,303480,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T12,Guaranda - Cdla. 1° de Mayo,5,Transformador Trifásico en poste,13.8 kV,50,303480,90
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T12,Guaranda - Cdla. 1° de Mayo,5,Transformador Trifásico en poste,13.8 kV,37.5,303470,90
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T13,Guanujo Central,5,Transformador Trifásico en poste,13.8 kV,45,303467,90
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.62 kV,25,303473,90
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.62 kV,45,303467,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.62 kV,45,303467,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,175,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,303463,63
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,301438,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303949,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303913,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303913,90
APO0338,LDSS150ADC,6,6,100,4,Sodio Cerrada,0,150,105,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303913,46
APO0318,LDPS150ADC,6,6,100,4,Sodio Cerrada,0,175,105,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,45,303467,50
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T13,Guaranda - Maldonado,1,Transformador Monofásico en poste,7.62 kV,37.5,303463,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303463,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303463,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,303463,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,50,303960,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,50,303949,90
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303653,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,37.5,303463,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03CA050T13,Caluma - Pasagua,1,Transformador Monofásico en poste,7.97 kV,37.5,303462,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303462,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303462,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303462,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303655,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303655,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303655,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303913,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303913,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303913,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303959,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303959,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303959,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303959,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,25,303959,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,25,303959,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,25,303959,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303960,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303462,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303462,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T13,Guaranda - Maldonado,1,Transformador Monofásico en poste,7.62 kV,37.5,303462,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,50,303949,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,37.5,303950,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,37.5,303950,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,50,304763,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,50,304763,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,50,304763,54
APO0314,LDPS400ACC,12,0,100,3,Sodio Abierta,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,304762,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,304763,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,50,304763,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303921,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303921,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303921,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303921,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303921,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,301438,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,25,303559,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303559,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303559,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303574,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303574,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303574,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,303574,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,303574,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,10,303483,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303482,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303482,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303482,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,10,303481,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,10,303481,36
APO0105,LDPM175ACA,12,0,100,2,Mercurio Abierta,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,10,303481,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303567,54
APO0308,LDPS70ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,307977,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,307977,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,307977,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,303694,54
APO0308,LDPS70ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303694,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,303694,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,50,303693,54
APO0308,LDPS70ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303693,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303693,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303699,36
APO0308,LDPS70ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303699,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303699,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,5,Transformador Trifásico en poste,13.8 kV,25,301213,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,25,301213,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.62 kV,15,307978,36
APO0314,LDPS400ACC,12,0,100,4,Sodio Cerrada,0,250,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,5,303588,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,50,300070,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,50,300070,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,301213,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,25,303559,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,25,303559,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,25,303559,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303559,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303559,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303559,54
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,25,303559,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303581,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303581,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303581,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,5,304136,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,5,304136,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303664,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,301454,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,301454,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,301454,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303664,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303697,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303581,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303581,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303581,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,5,303925,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,5,303925,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,125,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,5,303925,45
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,308114,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,308114,54
APO0105,LDPM175ACA,12,0,100,2,Mercurio Abierta,0,125,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,308114,45
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,5,Transformador Trifásico en poste,13.8 kV,15,308114,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,5,Transformador Trifásico en poste,13.8 kV,15,308114,54
